Año;Mes;Total ;Animales Vivos;Carne;Pescados y moluscos;Leche y derivados;Otros productos de origen animal;Plantas vivas;Hortalizas y tubérculos;Frutas;Café, té y especias;Cereales;Productos de molineria;Semillas y frutos oleaginosos;Gomas, resinas y jugos;Materias trenzables;Grasas y aceites vegetales;Prepraciones de carnes y mariscos;Azúcares y confiterías;Cacao;Productos de cereales;Preparaciones del agro;Preparaciones alimenticias;Bebidas y líquidos;Residuos del las industrias;Tabaco y sucedáneos;Sal, azufre;Metaliferos;Combustibles;Químicos inorgánicos;Químicos orgánicos;Productos famacéuticos;Abonos;Curtiembres y derivados;Resinas y perfumería;Productos de limpieza;Materias Albuminosas;Explosivos;Productos fotógráficos;Productos derivados;Plásticos;Caucho;Pieles;Manufacturas de cuero;Productos de peletería;Madera, Carbón;Corcho;Espartería o Cestería;Pasta de madera;Papel y cartón;Productos editoriales;Seda;Lana y pelo fino;Algodón;Textiles vegetales;Filamentos sintéticos;Fibras sintéticas;Hilados;Alfombras;Tejidos especiales;Telas recubiertas;Tejidos de punto;Prendas, accesorios;Prendas, accesorios;Textíles ( los demás);Calzado;Sombreros;Paraguas;Artículos de plumas;Manufacturas de piedra;Prod. Cerámicos;Vidrio, manufacturas;Perlas finas;Fundición, hierro;Manufacturas de hierro, acero;Cobre, manufacturas;Niquel, manufacturas;Aluminio, manufacturas;Plomo, manufacturas;Zinc, manufacturas;Estaño, manufacturas;Cermet., manufacturas;Herramientas y últiles;Manufacturas de metal;Calderas, máquinas;Material eléctrico;Vehiculos y sus partes;Tractores, velocípedos;Aereonaves;Barcos;Instrumentos y óptica;Relojería y sus partes;Instrumentos músicales;Armas y municiones;Mobiliario hospitalario;Jueguetes;Manufacturas diversas;Objetos de Arte o colección y Antigüedades
2015;Marzo;1005165992;152325;698494;2259924;820678;34924;5721892;28875485;130778077;112085905;28430;1350804;7030132;351917;8446;23830481;9663819;68512763;848976;15680559;10418835;15770376;32265244;6509319;469254;2492368;66850376;41858231;2979779;4607998;32195972;2116038;5533560;13993372;15517747;734848;723444;47110;16703051;27140503;13691243;860116;2908676;653;7199833;;81169;1638792;21619058;1876977;392;2809;4246229;255;2878250;924403;1847800;128025;1234864;209905;9703278;88104584;22656504;2911907;3227315;198260;24658;7157;452593;4523871;6535828;4028411;20779708;13225034;164464;;8585749;889012;731593;;1761;317386;824826;9363870;21212707;48925;4557433;310500;;4145183;112404;53447;650;4575151;841557;3022183;17178
2015;Abril;914632507;204544;644384;2363878;799448;148797;5353681;22468353;103278114;103003043;92546;1418943;6064496;429427;67560;23112942;8148013;98490146;1068156;17016952;11090422;15753300;27272673;6532135;1598245;3251283;58867153;26691105;2495128;4848358;25343022;2585952;4567749;14149450;15370451;515930;633561;9142;16619850;26639650;10799715;919597;1412218;1151;7052805;81;5971;2044464;19271408;1491813;926;;4520885;;2805545;766136;2165052;66111;1324454;279354;8796101;74328307;18932220;2817326;3236780;138274;6275;18653;472131;4077921;5422489;1043731;23658649;11838614;89950;;7895542;178812;101707;2956;50;287239;1299503;9547767;7760935;68866;6030432;638100;517789;2872777;75549;686;;4298824;839115;3394221;8548
2015;Mayo;997787712;163962;423528;2750618;2393990;22886;5071621;16943301;79044680;111424935;532380;1743729;6047388;358875;209094;31035824;7456781;151397528;851573;16099453;9791510;15608701;26165819;4996662;1043794;2271001;56857952;56580027;1812506;4180989;23344825;3672029;4355985;12441720;14701075;480297;623699;53283;19448983;23903169;13332143;1058521;1742626;500;7647439;;72600;1668737;18278292;1592719;504;2030;5816596;32;2181407;798892;1601899;76426;1257157;265956;9791110;92731373;25313613;2570290;2857494;196560;26659;4084;345639;3725723;6646372;1206508;21524592;11293478;368624;390;7240800;209175;94992;;;368889;984950;9509137;7942973;34122;6788610;1500;13088;3182582;121651;4890;33384;4827951;835076;3280635;10150
2015;Junio;910430833;157697;635952;4449470;2384519;8544;4220167;11307931;66775535;101622617;380103;2008823;7147758;380625;183590;26386898;8070248;95795840;839969;16038726;9599514;14043490;21822702;5268381;3763170;1959507;51233603;37236624;2111592;3816750;29152039;4502140;5046090;14395849;15620568;1007761;527986;23824;18770663;27319313;14244797;860110;1967922;293;7669133;194;74018;1443468;17061969;1650879;402;5915;5294491;;2703328;1037711;1429258;165549;1158254;137916;9497067;95411865;25746745;3426768;3857438;174598;20948;3846;346403;3886883;4914006;3631055;30904048;12182275;188235;78;7468730;206687;300157;;;358394;1344521;9000317;5402164;106709;6598253;;32800;2806404;198443;35461;;5343823;1047158;3054768;11601
2015;Julio;965222320;178577;718539;7038842;1641868;10690;4636745;17136212;76114742;85471165;445313;2142663;8125808;408198;236766;41325103;7998312;85062985;758566;14435521;9773336;14962303;26691179;4856019;6495670;1975320;60769230;42611274;2135838;4514791;38079190;4857425;5620070;15734281;15985218;639046;640041;60999;17569497;26341616;17651230;717654;2829944;592;6213041;12;104587;1628293;17977051;1665576;917;46525;4657220;;3253459;669939;1513034;197934;1474040;194143;9917361;94380767;28579000;2555840;3154063;230040;23877;7840;475254;4310147;5438519;1329028;33144469;10988087;368160;4264;7678036;183666;296211;;;515591;1441800;19646928;7311112;489596;6832874;;250;2049480;188075;51299;;4426190;1484020;2707887;18440
2015;Agosto;878345708;206753;834680;5209105;1189202;11516;4637734;17003109;81686328;70600262;527206;2545804;5900569;404660;126943;28428521;9818231;44982908;1020459;16340672;9214421;14475019;26682536;5484250;9206208;2392361;56218806;35638418;2249268;4850945;26947550;2963902;5325677;15197282;15686114;800405;693486;18722;18312815;28024174;16594309;677741;3750334;462;8151662;;11523;1922495;18362728;2179810;1162;198395;3809055;5;3256659;1283487;1509281;77967;957305;253169;10478388;110202922;30304146;2818738;3306627;216316;331918;4058;343068;4452838;5562888;3460764;19643287;11323586;307271;;6009007;270735;203376;;;473187;1109100;10543614;5499802;167121;4542706;51;1284;2558156;171411;11102;17000;4152527;2455293;2540528;8323
2015;Septiembre;814649754;106226;702034;6821453;917193;10331;5141454;16521629;90514598;41965026;506749;1381947;6637461;410964;105934;29099161;7023344;49304739;831614;15604056;9455425;14670115;23496148;4970154;17374944;1559508;60847947;31048042;1971771;4447954;24082358;2263376;4991654;13995349;14708695;599958;651580;72899;16247756;24651663;15104478;654579;2367329;453;6855117;;17696;1628131;19303675;1586788;;102;4356803;;2811626;808240;1348874;155361;1036372;116007;9278892;83680615;23341123;2556413;3642202;153062;24223;9045;438139;4224076;6904697;1681198;19330534;10520720;400888;716;6278604;169290;343782;;;362516;1126800;12211975;5158162;76680;5894218;210000;;2053484;198779;18622;30;4440405;3608505;2420857;25662
2015;Octubre;824997202;137809;727211;6047987;166885;11580;4417037;19121933;82848653;16868929;261253;2090166;7868589;306685;65933;35319412;8060874;48526829;980952;16024324;10311084;14978735;20341087;5469739;12666912;1721067;64723326;36829829;1939725;5597641;26537093;2150088;7004093;15158200;15400907;851904;437352;113859;15258454;26973660;13223652;660918;2773271;471;7660162;;11966;1789069;19701198;2065988;70;2825;3818903;;3616056;1545184;1495861;101029;1099906;319990;10550480;96654843;22961278;3018322;3250166;237532;48421;433;506220;4512899;6687941;2619892;16774966;12298928;109584;;6697908;211765;172555;;;676371;1000489;7776092;14734787;108026;5191491;1426039;5297;3491078;306106;41870;;4929140;1197377;2586191;8400
2015;Noviembre;788639958;116110;863879;2627915;154173;93001;4427908;21870248;87432333;36146417;366026;2224314;5840813;568274;46466;29349294;7450332;51550706;956788;16414893;8587896;13566185;22113925;4653328;7952053;1695132;67948993;33061370;1518443;2886411;25154144;2048786;6592510;13347137;14274466;759912;674072;73070;14890796;25636634;13153858;663613;2055699;697;6591063;;25294;1935094;18260967;1996855;11128;26986;3693754;;3463448;1198244;1043125;184022;1181639;409358;12225672;77853898;21356812;3230557;3599540;142158;10216;763;387424;4260027;5958113;1451301;14301692;10864460;183052;1151;5927400;172457;261122;;;754145;1297756;9095132;5904533;1289;5191824;310900;400;2216757;229258;33747;;5673032;1385294;2524364;3715
2015;Diciembre;813213288;237615;650885;6938738;154891;24417;4433420;27059422;95280027;60136302;382319;2303396;3903032;496628;24404;29636655;7581814;56276500;1083671;15677285;10284205;17598091;18154566;3938354;1391758;1947498;46165640;30191055;1566621;3780804;20145680;2243912;7830973;14222794;15516301;979380;777235;44385;16970032;28998791;13365631;975652;1458542;370;5671168;15;13437;2007860;19867766;1916791;103;2654;2784901;;3901247;891220;1188196;69239;867793;92674;9294996;80420421;20357747;3298762;3199665;137708;10744;8757;252059;4961953;4858311;1580719;11195646;9860088;279432;16465;5778931;161598;128334;;;396810;1220830;18924905;7003752;11504;5687953;26305;;2676871;99776;17854;;7577816;903518;2753920;4383
2014;Enero;835384500;209647;1108489;8848072;75169;17732;8411929;26757425;69952472;67393965;314971;1285409;7549129;426240;194662;30544475;6908035;97474582;789133;11927623;6991558;12478353;20250926;3115361;301748;1687904;54279271;76915199;2132090;5153570;21675286;1399796;5203563;10958106;14431322;508262;435341;46332;9042503;22235399;20693993;822058;3038239;;3952963;;126763;1856350;17232654;1711472;;182949;3436736;1520;2915583;1194742;1437905;85505;702216;154226;6257466;75347858;15228764;2593448;2595751;79582;7525;19120;258296;3625589;3408228;4283441;9271155;7880158;125050;;7291951;383814;133748;;;214853;1099565;6175512;4753555;100047;4903075;5000;20;2418687;146203;11953;;4662232;571287;2545785;8859
2014;Febrero;805682076;121673;1065230;2464668;346018;24726;7251602;27046535;65087161;77161156;301450;1332976;7644021;283477;121228;17864019;6273724;98140491;883092;11684084;8966120;13332334;30556700;4176718;412855;2548208;67202697;29220100;1977693;3676644;20265822;1323840;4468586;11294263;13467286;425552;788040;30257;14853165;24109811;18955502;789778;2112569;;4576745;234;7579;1532680;17195988;1761479;30;352129;3371155;;3267264;1529555;1781602;113895;757798;404892;5467584;73481423;16405368;3064265;2584122;99412;80777;16644;330193;3583642;2844500;3716151;9454742;9423879;314521;42;8341727;239124;334923;;;284242;1051326;6833073;6648734;102631;4740343;425000;;2307984;94098;43152;;3371496;887739;2373251;31072
2014;Marzo;1036347265;144954;913119;2557226;547803;;5651086;28705610;114656287;113748424;294371;1356661;6590228;426059;151368;19985481;8747216;119776455;940985;13652980;10098629;15067246;46432080;5889096;399292;2088662;65303797;76064510;2043026;2969076;22352120;2210230;4447465;10875426;16987057;702300;787287;72363;16611972;25621721;16801284;1131889;1901207;;5942580;125;5880;1810862;20269093;1996552;15;35426;4361746;704;2846147;1382291;1756400;107159;1412908;156363;8887851;94876871;20607636;2528411;3381303;152286;44659;15824;286446;4615032;3792364;3575177;12719772;13026618;77955;;7292817;49936;416966;;;152836;1181403;8641485;5266003;125792;5373981;40183;;2584248;272280;3475;;4882842;779215;2763855;143444
2014;Abril;939720347;229160;636014;5142667;1006530;40259;5455167;21638176;105723176;101641510;523697;1406031;5330198;389107;323676;19755429;6578769;96929656;736284;13302728;11052013;13213371;26126832;6496325;2340267;1878326;83419400;64658231;2006843;3013943;20823801;2163479;4096282;10763570;17145439;713176;622392;130596;15560186;25567903;14451008;629179;1884386;;5829124;;127185;1830290;19179054;1570789;;2400;3491993;;2731447;1175869;1463903;60339;892559;222274;8192185;76245760;16785907;2896227;2884608;120891;11825;1782;564336;4280488;5148787;4299966;11938008;10701628;101230;;8148101;463860;287581;97;486;280666;1226331;10472277;7628239;138098;2982663;446128;18418;1833137;150943;11259;30;4083086;770699;2479657;2555
2014;Mayo;946940868;189282;655036;11697512;1114473;8186;4843521;15758350;73778826;116725436;408191;1255012;6894479;296900;421873;36081496;8320829;95755791;906028;13842317;9421956;13788860;29225718;8172886;2592501;2436714;71243553;56054905;2295595;3351727;20004382;3606617;3767066;11901325;15669827;634111;643148;12769;20883106;24119998;17620288;1368109;2093462;2835;6452997;;11059;1842884;17029140;1951875;2136;273319;4031069;;3079369;1881142;1628179;110611;960182;191452;8279558;84504171;21600839;2820650;2934477;217153;23061;25933;468990;3902956;3456520;3951563;12596489;10525402;243434;456;7677198;714568;187341;63;;450531;1171737;7035588;7885339;11068;4292217;210679;;3838869;158640;31575;;4514821;881389;2992323;24860
2014;Junio;891302500;178083;704910;7630551;1931429;132828;4027608;11019535;54810423;94054390;313525;1028336;10088501;456443;173501;27728947;9225993;73820151;812860;13687224;8556092;15615548;35290349;7598384;4593525;1823250;63004694;52808284;2191055;3598317;24723169;5265317;4051641;11733239;15420385;722385;493088;51230;20985666;27541300;15488330;1046888;2137226;;5463195;93;5100;1420093;15959987;1640390;13006;196249;4211229;;3343436;994893;1811718;198194;656239;297187;8035169;95995112;26998482;2722730;3387516;109010;57142;20346;448908;3936878;3429250;2899847;13586251;12012575;361118;;6469101;48564;149884;;102181;231583;842981;8584507;13766777;82655;3638038;680;;1876887;248920;2369;1530;5247177;766638;2459353;6732
2014;Julio;948585575;202807;642600;7172388;2054524;25780;4391463;14989028;66773591;78861342;55408;1471760;7655259;234163;40816;53708517;9014950;40510105;718314;13312513;8471090;14594238;27141900;7021587;7953527;1871682;91663086;97966454;2676643;4684440;23595756;4299308;3926337;11856918;16381174;606155;730498;28277;18577694;26595017;18944027;1013717;2640557;;6212715;;117636;1477660;16050410;2075415;16119;196156;4397801;;2967085;1269733;1798286;122845;813463;130398;7883235;86914525;27236127;2632531;3633714;147890;17324;5243;494864;3597208;3995283;5325524;15946832;12078814;541931;2127;8881684;625903;291009;;;532040;1294100;9452910;7038038;141133;5469816;25;3428;2741167;164333;59398;;4713961;878285;3110383;13658
2014;Agosto;874002263;209033;882824;7620636;686868;16363;4547678;15774625;71631774;76168233;85778;1360096;5531715;522569;62003;27312141;10142586;77508046;757140;15814871;8910172;14490943;27952363;6827792;4038059;1724103;70752006;24186361;2587303;4513141;20128160;2081466;3460047;12451810;15366549;541364;512283;50179;18739942;25123938;18889992;1213176;3767542;401;6264087;1690;8617;1749290;17318753;1850847;335;2785;4254993;2822;3759435;1823828;1563791;113566;918232;210400;6517210;97031312;28101187;3178812;3364184;98705;362877;129215;470190;4197037;3182590;5473588;16087753;11206035;203635;774;8507588;528805;497250;324;323;224528;1166420;15760945;7295941;1140;3620022;212833;12284;3036309;85714;61345;;4186794;1364408;3010988;35656
2014;Septiembre;883470492;138602;647336;6840833;250747;18789;4793728;15990562;79063772;45990297;64567;1366298;6770671;312565;51965;37523414;7813959;64718453;569724;13886340;7926561;13928607;21626729;6256976;17924825;1994896;81360700;83112132;2197304;4598106;23153886;1956225;3849160;13234751;13505538;754141;725307;43775;13065962;23822691;16775370;879499;3116549;;5555878;1671;15224;1454871;17122510;1747082;85;135;4887434;;2928328;1278198;1743556;78986;968524;247642;8795809;85186150;24448081;2716958;2717377;59903;41203;3769;371199;3405528;3724734;2577966;12184795;11093025;139216;75;11039917;71138;463926;;50;464032;1145993;8848753;6957210;13610;4112684;2200;46008;2505282;151649;31960;;4502710;2337389;2651173;6584
2014;Octubre;883367579;170916;938601;6822378;193113;17511;4081044;18236712;78322037;33847886;56539;1258898;4640053;404488;92152;45190388;9088729;91636828;820940;14656767;9983977;16344584;22171539;5427747;8502758;1202076;66117665;51230900;2440659;3703665;22773358;1734857;5806236;12082491;15279263;657699;574159;67519;15400494;23495339;17852618;1396593;2664843;1084;6424396;;10713;1732679;18604629;1954199;142;5624;5007107;;3672863;1403067;1484678;80691;1035870;197832;10232641;92459797;21038381;2404323;3097473;108790;10035;4550;546856;3657434;7232946;5950346;19980550;13635044;363340;1597;7879105;273922;391472;1186;359;767769;896314;9534098;6232372;109368;4407611;;;2854491;180937;10302;;5409054;1954338;2715334;22851
2014;Noviembre;839195573;142049;692029;4981908;261228;34799;4139603;23227615;79599507;45427742;71397;1418097;4036633;455074;190266;29319357;8831813;72644631;869453;14654906;9229888;13580735;25307717;6552168;5207684;1244314;56616665;66678179;2952729;3889751;26392660;3283028;7246892;12644800;13874009;844669;732162;107178;11797920;24162183;17270549;888603;2436846;1744;5508302;;17820;1513948;16195711;1837582;32;2727;5474434;;3594637;1970374;1427852;76604;1169859;251313;10219962;76087104;21039800;3059982;2888503;126716;7923;3396;407684;3558406;7923913;2632054;12869926;10810374;124950;1164;8882711;228235;257405;;42240;476251;1224705;9593794;6608811;89096;5077271;62475;7310;2915940;334968;8723;75;4485129;893916;3253750;8536
2014;Diciembre;921526331;151814;705940;4675066;159058;1785;4465770;26298740;101547724;62836487;75304;1592984;6179172;390317;66360;34192135;9831241;121833700;799202;15776699;9020895;15751995;16956481;5699442;6878864;1969691;68481770;33646993;2359399;3668913;18106619;1827444;6797789;12579423;15074586;689302;700290;66924;11310741;25922216;16702486;831911;2185433;;5616526;;2359;1883748;17693954;1675360;522;1152;3675748;;3070050;943465;1452807;113575;831098;232028;6653069;79627292;19721458;2729299;3848853;94082;24171;3286;417825;4408189;5725142;3595634;27152473;12338727;171972;1983;7114587;205338;135255;;2366;357738;1647107;7899790;8105280;20588;6490626;;60941;4303705;226507;47348;;6499511;1668652;4219753;6287
2013;Enero;828173730;53434;1118201;4644792;297641;12000;7877137;29146535;66770085;77201213;1799644;1443712;7987523;503439;33805;33760922;5043373;92945060;660666;9970965;6885306;11402989;24158104;3320163;4319374;1515177;52548871;55953504;1992045;2065203;14922080;844699;3895496;12776141;16168026;558670;366740;67115;7972227;20352986;23876833;776359;2284058;1580;3632206;748;29047;1516718;15128526;2220311;90;2946;3334942;;3268055;950213;1270760;75243;529745;224309;7475305;81337706;17890291;2540213;3642819;62386;7241;1323;354923;3801576;5320051;6108582;8593734;5901851;44538;;6819595;590742;71218;;;346401;762620;10243640;6354797;152550;5891953;87695;;1496609;164020;36919;140;5652524;818805;3119129;4082
2013;Febrero;795928242;137306;1187180;1808256;118184;23706;7290041;23642634;63289683;95515645;277288;1326323;10064429;600280;111714;15940689;6063934;101110154;847237;11676346;8356016;13504224;32929502;3570608;6736113;2360638;43095777;6228513;1793569;2767737;17950011;1609093;3673217;12520435;15550021;477964;443267;25012;14145453;21226974;20737518;1005920;2813761;;4642637;831;187747;1471054;16258133;1804735;;2058;4730650;;2750812;1013269;1152565;132179;704072;199526;6277837;77398225;17879769;2489248;3104289;36343;4352;21046;195397;3630957;4961920;4767399;13073779;9197565;52382;;7430454;368998;147425;;5698;369951;886051;13426837;5781186;78737;5731240;401901;;2081778;147384;54382;;3645546;525400;2149846;2280
2013;Marzo;982384795;92050;1067392;2059313;661683;20327;5315574;24097070;97791100;102804117;415558;1222544;9534915;648317;66095;21023441;8367521;185113734;805190;13499564;9646278;15214714;38175137;3662624;3389182;1821673;43682765;30530050;1899441;2466211;17822445;1644446;4895595;11956512;17882167;657706;838209;100647;13035883;26079223;22161636;1343160;2474005;2235;5764117;2;80123;1897029;18112362;1809231;3;3634;3863801;1380;2813112;1508201;1620644;95609;793337;288697;6210437;89862949;19355046;2782230;3742487;58950;7485;17351;422223;4564728;5540288;5744195;11850307;10633921;40034;8;6989795;553789;235498;;736;546027;910999;7463333;6079201;36812;4799184;5;111480;1572268;179680;69114;;4446886;497546;2404812;16260
2013;Abril;888799113;155629;897313;1297772;1450413;;5559618;19108510;87823408;115963928;464767;798881;10878767;369425;55440;23898500;8087710;148604643;687567;10887301;8784954;11771577;30531049;4753159;1503892;2042444;37880623;7093956;1931150;4064378;16052445;2013055;4124010;12427014;15867174;661093;506000;53745;14672240;21190335;22138961;913392;2193991;20104;4525549;116;135381;1784816;15811636;1681798;;5547;4791535;;3368159;1438193;1425480;136432;896193;221086;8701805;83915580;19618699;2417286;2478768;34456;24771;39248;389873;4341796;4944047;5646126;9788951;8234737;135680;15000;6451371;612493;213272;;;371185;986208;8754040;10107577;207238;5070663;165725;54000;2034446;85400;16075;;3429002;570916;2535485;4940
2013;Mayo;965371585;213165;744123;3417385;1511143;26991;5124188;14916875;66221564;111172014;1238390;1174854;6880285;392310;347544;30126239;9974863;142407428;850374;12897047;9762712;14480559;43467174;8631231;2273496;1920562;46099835;54726827;2311288;4059476;20882913;4732905;4386896;13136824;18157889;743676;646621;31446;21566488;25471811;21828004;1000890;2687661;306;5760442;;102041;1771620;16498226;1813782;;2729;4506688;;3128714;1662307;1651904;94859;968298;169226;9358641;85803182;19554723;2386974;3153516;90997;45562;3638;585701;3710403;4367535;4957941;13618206;10435903;96594;;6273258;369011;304011;12000;176;458348;1173104;8184751;6879370;68399;2940995;129191;;1719574;116429;23277;;4692676;746736;2332949;2706
2013;Junio;807948010;263223;922218;6126454;2229759;13000;5495303;13180628;50689348;98459322;501028;1379018;7504704;442131;173784;19787555;8691408;76975128;649941;11291787;9905029;14312437;27788440;6815472;8063125;1778105;36999744;15764864;2339753;5860637;18413762;5574862;4440908;11864877;17246569;728181;532499;13299;16606077;24145632;21904858;1190558;2540939;113;6517999;;92164;1531315;15224884;1766093;;260561;4422484;;3931227;1555436;1362123;151705;892908;314369;9497259;93826594;28036704;2239957;3955710;92128;35604;4911;312944;4292210;2781848;4004379;14102844;10060505;211339;;6578978;373546;276624;;3680;356708;1074870;8619688;4802150;272074;3529645;94392;;2415346;73286;78113;;4940968;676084;2674864;22311
2013;Julio;827244122;201212;880074;7906836;1810409;50201;5464144;14001599;58915480;89838636;74670;1347996;6077911;602423;261736;37473940;7925824;51383904;686236;12174649;8966542;14089070;18428489;5182342;14427908;2350108;38084486;57736422;2223861;4022787;22844035;4096226;3922218;11933344;17525883;627898;578879;55540;19498386;24022201;21100437;1075420;2446757;1306;5819123;2;41206;1266536;14874808;1899206;;47741;4656573;;4089538;1614228;1411183;94239;662849;275281;8553316;86938215;26784980;2359502;3386566;109867;314813;19786;472261;3734286;3382807;3791260;9683417;9456219;83858;174;6827142;654442;398402;;;577482;1123305;9971743;5933131;97069;3999352;87170;2260;2179140;152167;6311;126460;3965747;584300;2407018;9216
2013;Agosto;804767369;147702;992534;9993235;799975;84480;4292874;18471409;69972736;72670279;390558;1419933;6502247;554316;10358;32406609;8353148;53638791;843520;13244306;8817304;14759474;24904152;5543135;14861550;1845194;33652880;30285045;2330246;4666438;23475060;1983447;3975242;10727361;17131969;643490;605252;21989;16403561;23057058;24868097;1135535;2652737;;7026659;;73144;1711145;16334606;1887183;;52010;4148246;;3772860;1840524;1528739;107304;1003311;244319;6891954;90593986;27058898;2298086;3431345;119523;203222;12094;487352;4175853;3118392;3356132;10193960;10329833;108691;2100;7134295;476285;268004;1119;237;365580;991034;8648110;6808111;150932;4415928;950;1640;2203124;147565;1225;;4374821;1327603;2196443;7666
2013;Septiembre;732561726;134103;1217081;9672315;233239;37531;4084745;13474270;65939006;45968921;38969;1453141;7825450;278024;216443;33798280;6647111;36288488;747296;11682908;8416773;12626888;21559987;5751744;17271808;1869443;35361181;27747896;2117918;4956406;20781211;2105470;4521739;10359993;16326091;894990;464094;37123;14596627;23169521;20983053;1060122;3328245;17710;4885377;;49660;1506756;15431913;1623351;890;;3695655;;3105876;1700910;1362950;103193;1134202;179047;8804192;80058590;23921069;2555430;2997558;70030;30964;18009;369911;3641040;4953944;2922824;10182556;11381005;70450;9;6267108;48400;124354;;264;276643;1186388;15581897;9981212;330359;4423557;5400;;1442103;97323;18100;645;3905911;3552660;2489233;9454
2013;Octubre;767523624;211608;763990;10192572;375251;13743;3981434;15234511;74919597;25318968;19267;1764743;5743644;455585;46427;35273829;7202197;31040264;861470;12778303;9582500;14751937;19465997;6064529;9203923;2137220;43756464;68460198;2396076;4732869;24407916;1535345;5616687;10572393;16873953;869968;704599;61485;13780822;22800269;24406680;954769;3952996;2046;5083661;9;29844;1649638;17594946;2077350;5;4758;4701366;;2512958;1934246;2001526;83381;820562;310551;7604986;84891825;21301403;2433580;3060830;71545;13484;30005;539821;3647888;3396260;4430887;8548925;10163645;68695;582;7143767;370008;286985;;;559467;1463510;11063880;7446995;100353;4729187;240831;9468;2770158;113583;28245;;4505034;1631540;2756163;6244
2013;Noviembre;803649127;163776;1271001;6894177;309154;39980;3633719;19343293;81992260;46279837;281495;1386631;3437959;474192;177828;41294842;7186118;48541858;793958;13431756;8497009;13562052;23694661;5754730;2563630;1627598;45626397;60202746;2520266;4288770;23685938;1909612;6352635;9977862;14648465;771135;728569;81979;14819980;24439222;22406732;1153413;2187238;15921;5983452;;14540;1955800;16962464;1703115;796;2299;4632731;;3128480;1523178;1187720;89430;1127899;262961;6267265;79122874;17276565;2997411;3816980;79778;7283;10030;463264;4280312;4326579;4412875;10712461;11374422;160199;;6189431;405056;342595;;250;497053;830285;17096133;9059914;326914;4845155;;;2356950;180223;6432;575;5586170;975393;2613873;3168
2013;Diciembre;825760433;154953;992983;6164927;306204;19372;4058009;23860573;93111161;53853762;194619;1208137;7572918;396823;202638;37802472;8289953;73949873;757026;12572231;8240220;14258433;19623542;4101879;624780;1527708;54928066;48799774;2074177;4890227;14401373;2176237;5484726;11384038;15357233;505609;586734;59716;13446845;24179126;18272551;736639;2788891;;5158687;;12774;1923909;17669984;1976649;;39931;3346199;;2643392;1520160;1623483;179915;584349;212692;5659635;80470367;17926897;2455107;3292594;113270;5478;8453;468750;3931763;3678637;4962796;9327658;9588702;50616;;7549416;380272;130644;;;482041;960871;13132489;10522989;281719;6460826;16166;50;2718989;105502;31073;110;6606446;1158303;2469189;3333
2012;Enero;744225599;101246;1812519;4039458;358636;34542;7723846;23935100;46786832;89302737;232087;956621;4950194;482440;2913;19436674;2204827;101278404;632598;11706593;7461552;11796280;22798435;2735446;2883126;1190520;56881660;9206313;2192746;4611512;16442036;1373157;4921390;12272519;15027962;625482;639820;78810;10261927;19811272;24344092;764849;2863364;;4214136;218;29100;1598958;16795438;1756970;;1995;2174761;3130;2810423;1401810;876948;110719;792949;597207;7218536;65078751;17937022;2626861;3236671;135288;4804;13466;381093;3337538;2997082;4738549;12278241;9093093;29112;2664;6733025;112712;52151;;190;337430;860182;6365583;4929833;163966;6074777;10020;5701;1157698;127056;1710;;4551504;770119;2520749;15123
2012;Febrero;859898920;66227;2114053;3062848;350329;14000;7122236;23711024;47519773;138125338;163129;1188569;5796278;496675;50146;29434138;7938202;92746428;751774;10896493;7328138;13796552;24750484;2898205;2345263;2235039;58901524;33627926;2385828;6212814;18089875;1767437;3864672;14459491;15112773;527789;572363;213893;9137345;21715266;31647330;1109166;2343139;;3704819;883;31160;1684325;17213743;2050260;;2420;3062105;67725;3630690;1378985;1341126;90442;836177;292691;6320532;66519762;19963592;2752456;4157081;129741;51556;24859;333678;3315432;2718379;5623910;17444149;10430834;110272;159;6032960;508217;82159;;;287610;689286;9870358;7625528;79548;5027987;262390;8850;1415951;143839;27326;;3395133;472430;2088462;6971
2012;Marzo;1033517366;70536;2532271;3776513;550917;39140;5916821;24708668;90929099;162837942;425304;1071382;8943424;358546;148202;30703304;7914699;136175942;898278;12823269;10401920;17059079;27703025;3225020;1768690;2492414;39558287;59521592;2261364;6801725;19155239;1382694;3918669;14994686;17551859;853925;569313;34101;13294182;26141317;29909710;1185820;2661772;;5365494;591;72093;1819903;19913915;1962518;;8599;3275787;;2602136;1445202;1662951;77044;1076233;414260;7424739;77143266;22032226;3806756;3550455;96665;34257;149881;523933;4240050;3019732;3141165;16691074;12377105;120606;5020;7409037;713843;206588;;87;284277;760363;10153201;12416437;107633;4533277;;820;1117974;473354;9784;;4747637;748046;2505872;4820
2012;Abril;875212868;62138;3027992;3759695;854633;;4916380;17996707;68521970;117515731;894010;1161083;6119847;482117;133368;25132762;4218909;139006046;771560;12740186;8351894;14441422;29576174;4780032;1912067;2056460;38460430;37600737;1809877;5836237;17208737;2478424;3598905;13382100;15628618;369367;536209;53497;12752965;22816893;21748786;737304;1272022;;3881551;117;35796;1750562;16756128;1479902;;183047;2910885;10;2421831;1505346;1405703;83145;902572;701063;7772929;70846823;16918664;2913138;3212212;50016;10722;22374;340404;3995392;2892660;5329324;14167638;9972387;220946;;6515360;591176;45755;;;388330;868727;9510186;6000675;102012;5335172;704201;12139;1297003;107040;8520;;3493155;467460;2356065;2314
